loanID,loanPerformance,loanPerformNum,loanDateOpened,appAge,appChkSv,appFinanceCo,appIncome,appMaritalStatus,appOcc,appResidence,appOrigScore,appTimeAddress,cb90Ever,cbFICO,cbInq5Mos,cbMosAvg,cbMosDlq,cbMosInq,cbPctGood,cbTimeFile,cbTimeFileYears,cbUtilizn,dealLoanToVal,dealPctDown,dealNewUsed,sampwt,target
AL120122060-08098,Charged-off,3,2007-01-21 Sun,19,Checking,National,"1,280.00",SI,,Unknown,195,6,0,613,7,2,,0,100,9,0,,85.5,14.5,Used,1.007,0
AL120122127-05952,Paid as agreed,7,2007-05-27 Sun,54,Chk & Sv,National,"4,300.00",SI,e,Owns Home,210,0,0,693,1,3,,4,90,202,16,,71.4,28.6,Used,28.341,1
AL120122164-04224,Paid as agreed,7,2007-02-19 Mon,24,Chk & Sv,National,"1,379.00",SP,p,Renting,177,3,0,593,8,19,6,0,50,51,4,49,81.3,18.7,New,48.06,1
AL120122264-05786,Paid as agreed,7,2007-04-11 Wed,26,Checking,National,"1,800.00",DI,y,Owns Home,209,20,0,675,1,,35,5,75,65,5,,43.8,56.2,Used,28.341,1
AL120122371-05345,Paid as agreed,7,2006-09-04 Mon,46,Checking,National,"4,000.00",M,r,Owns Home,198,14,0,639,5,,34,0,44,149,12,96,65.5,34.5,New,28.341,1
AL120122445-04342,Paid as agreed,7,2006-07-10 Mon,52,Chk & Sv,National,"5,833.00",M,k,Owns Home,234,20,0,787,3,,,0,100,300,25,5,70.3,29.7,New,28.341,1
AL120122492-06818,Charged-off,3,2007-05-10 Thu,25,Chk & Sv,Unsecured,"1,975.00",M,u,Owns Home,194,3,0,638,3,,,0,100,72,6,84,94.2,5.8,New,1.007,0
AL120122524-04711,Paid as agreed,7,2007-04-24 Tue,38,None,Home Equity,"4,167.00",M,r,Owns Home,219,10,0,727,2,46,,0,100,112,9,30,91.2,8.8,New,28.341,1
AL120122717-04784,Paid as agreed,7,2007-01-24 Wed,25,Chk & Sv,Home Equity,"1,440.00",M,w,Unknown,200,25,0,632,4,,,0,0,42,3,,86.1,13.9,New,46.891,1
AL120122746-07591,Delq 3+ cycles,4,2007-03-20 Tue,25,Checking,National,"2,500.00",LT,f,Owns Home,181,0,0,612,5,2,,0,100,7,0,,82.4,17.6,New,1.007,0
AL120122766-07573,Delq 3+ cycles,4,2006-09-14 Thu,23,Chk & Sv,Unsecured,"1,595.00",M,,Sublease,178,0,0,567,3,6,5,0,33,30,2,93,70.9,29.1,New,1.007,0
AL120122777-07755,Charged-off,3,2006-08-16 Wed,46,Chk & Sv,National,"3,300.00",M,g,Renting,211,9,0,685,13,,25,0,87,185,15,21,90.5,9.5,New,1.46,0
AL120123130-04600,Paid as agreed,7,2007-05-01 Tue,39,Checking,National,"3,454.00",DI,g,Renting,214,4,1,678,2,1,32,0,40,203,16,68,72,28,New,49.591,1
AL120123211-07658,Delq 3+ cycles,4,2006-12-23 Sat,18,Chk & Sv,National,"1,200.00",M,w,Parents,205,0,0,673,11,,,0,100,65,5,,84.2,15.8,New,1.007,0
AL120123306-05609,Paid as agreed,7,2006-07-04 Tue,24,Checking,National,"2,580.00",M,r,Renting,193,0,1,594,6,2,4,0,33,64,5,47,80.8,19.2,New,48.718,1
AL120123321-06158,Paid as agreed,7,2007-02-27 Tue,,Chk & Sv,National,750,DI,r,Owns Home,205,20,1,690,0,,3,13,86,353,29,0,31.6,68.4,Used,28.341,1
AL120123412-08760,Delq 3+ cycles,4,2007-05-08 Tue,23,Chk & Sv,National,"3,000.00",DI,w,Owns Home,218,4,0,677,1,,51,0,80,55,4,99,91.9,8.1,Used,1.007,0
AL120123470-04740,Paid as agreed,7,2006-10-28 Sat,34,Chk & Sv,National,"2,083.00",WD,o,Owns Home,195,5,0,666,2,5,1,0,60,176,14,82,72.1,27.9,New,28.341,1
AL120123549-05312,Paid as agreed,7,2006-10-06 Fri,46,Chk & Sv,National,"3,633.00",M,e,Owns Home,221,2,0,716,6,,,0,100,271,22,36,88.2,11.8,New,28.341,1
AL120123864-04324,Paid as agreed,7,2006-12-02 Sat,27,Checking,National,"3,000.00",M,b,Owns Home,173,3,0,544,2,,2,1,69,72,6,99,65.9,34.1,New,28.341,1
AL120124069-08188,Charged-off,3,2006-07-07 Fri,31,Savings,National,"1,658.00",DI,w,Unknown,198,4,0,616,12,,,0,100,35,2,82,71.9,28.1,Used,1.007,0
AL120124112-05944,Paid as agreed,7,2006-11-22 Wed,41,Savings,Unsecured,"1,500.00",SI,g,Renting,166,1,4,519,5,3,2,4,43,133,11,80,89.5,10.5,Used,19.456,1
AL120124127-06780,Charged-off,3,2007-05-01 Tue,61,Chk & Sv,National,"2,300.00",M,g,Owns Home,220,3,0,711,1,41,,0,100,91,7,92,86.6,13.4,New,1.147,0
AL120124154-05380,Paid as agreed,7,2007-03-13 Tue,32,Chk & Sv,Unknown,"2,292.00",M,g,Owns Home,199,1,0,654,2,,13,0,67,86,7,32,90.1,9.9,New,28.341,1
AL120124204-04777,Paid as agreed,7,2007-01-13 Sat,21,Chk & Sv,National,"1,100.00",DI,f,Parents,197,12,2,647,6,2,10,0,64,23,1,58,86.3,13.7,New,46.166,1
AL120124554-07874,Delq 3+ cycles,4,2006-07-01 Sat,,Checking,Home Equity,"1,603.00",LT,g,Renting,152,0,2,488,3,,1,0,67,30,2,91,85.1,14.9,New,14.169,0
AL120124586-07550,Delq 3+ cycles,4,2007-03-08 Thu,29,Checking,National,"1,200.00",SP,p,Renting,191,3,0,626,5,,,0,100,19,1,96,83.7,16.3,New,1.007,0
AL120124668-08893,Charged-off,3,2007-02-26 Mon,39,Checking,National,"1,620.00",SI,g,Sublease,188,5,1,576,8,,5,0,80,50,4,86,81.7,18.3,Used,27.636,0
AL120124671-06551,Charged-off,3,2007-06-04 Mon,20,Chk & Sv,Unknown,"2,210.00",M,f,Unknown,206,2,0,627,7,,,0,100,56,4,299,82.8,17.2,New,1.007,0
AL120124674-04853,Paid as agreed,7,2007-02-19 Mon,29,Chk & Sv,National,"1,340.00",M,b,Renting,198,0,1,620,2,36,,0,0,71,5,88,98.4,1.6,New,45.847,1
AL120124735-06781,Delq 3+ cycles,4,2006-08-06 Sun,28,None,Unsecured,"2,200.00",LT,y,Renting,200,3,0,670,2,,,0,100,28,2,,100,0,New,1.007,0
AL120124748-05505,Paid as agreed,7,2006-09-06 Wed,60,Checking,National,"1,600.00",M,f,Owns Home,193,10,1,616,9,3,3,0,63,208,17,37,92.8,7.2,New,44.523,1
AL120124773-05509,Paid as agreed,7,2006-09-13 Wed,31,Savings,National,"1,680.00",DI,h,Renting,201,0,1,669,7,1,60,0,83,111,9,66,74.9,25.1,New,49.161,1
AL120124776-05079,Paid as agreed,7,2006-07-16 Sun,23,Chk & Sv,Home Equity,"1,100.00",LT,w,Parents,217,18,0,690,4,2,,0,100,48,4,31,85.8,14.2,New,49.999,1
AL120124817-06324,Paid as agreed,7,2007-01-06 Sat,,Chk & Sv,Unsecured,"1,800.00",DI,g,Renting,230,1,0,732,1,,,0,94,216,18,47,80.4,19.6,Used,28.341,1
AL120125012-07619,Delq 3+ cycles,4,2006-09-18 Mon,20,Checking,Home Equity,"2,505.00",M,y,Owns Home,201,0,0,658,16,,,0,100,26,2,,96.5,3.5,New,8.811,0
AL120125157-04103,Paid as agreed,7,2007-06-16 Sat,31,Chk & Sv,Unknown,"2,200.00",M,b,Owns Home,210,2,0,665,4,,,2,100,75,6,62,91,9,New,49.883,1
AL120125206-08572,Delq 3+ cycles,4,2007-06-14 Thu,19,Checking,National,"1,100.00",M,y,Parents,190,10,0,607,5,,,0,100,14,1,30,87.9,12.1,Used,1.007,0
AL120125317-06786,Charged-off,3,2007-01-22 Mon,19,Savings,National,"1,032.00",M,h,Parents,207,14,0,660,10,31,,0,100,15,1,41,83.9,16.1,New,1.18,0
AL120125340-04516,Paid as agreed,7,2006-09-15 Fri,23,Checking,Home Equity,"3,552.00",M,y,Owns Home,175,0,0,581,8,3,8,0,70,56,4,71,100,0,New,28.341,1
AL120125368-04999,Paid as agreed,7,2007-02-02 Fri,49,Chk & Sv,National,766,M,f,Owns Home,227,3,0,775,2,3,,0,100,148,12,11,87.2,12.8,New,28.341,1
AL120125468-04514,Paid as agreed,7,2006-09-11 Mon,35,Chk & Sv,Unsecured,"5,000.00",M,b,Unknown,190,3,0,619,5,,,0,100,121,10,94,95.9,4.1,New,28.341,1
AL120125571-08310,Delq 3+ cycles,4,2007-02-28 Wed,20,Chk & Sv,National,912,DI,w,Unknown,212,20,0,682,1,,,0,67,24,2,15,81.5,18.5,Used,1.007,0
AL120125776-07715,Delq 3+ cycles,4,2006-12-05 Tue,39,Checking,National,"4,268.00",M,y,Owns Home,189,14,4,565,7,,5,0,42,205,17,0,87.9,12.1,New,4.396,0
AL120125841-05913,Paid as agreed,7,2007-03-06 Tue,64,Chk & Sv,National,"2,400.00",DI,,Owns Home,197,21,0,676,1,,12,0,83,83,6,49,83.4,16.6,Used,28.341,1
AL120125888-05859,Paid as agreed,7,2007-03-04 Sun,35,Chk & Sv,National,"4,500.00",SI,g,Unknown,220,1,0,707,3,,,0,92,164,13,69,79.2,20.8,Used,28.341,1
AL120125890-07531,Charged-off,3,2007-02-19 Mon,42,Savings,National,"2,200.00",DI,r,Owns Home,171,17,1,582,6,,2,0,76,,,100,80.8,19.2,New,1.007,0
AL120126128-07765,Charged-off,3,2007-03-25 Sun,27,None,National,"1,917.00",M,g,Parents,224,0,0,715,4,,,0,100,50,4,46,89.7,10.3,New,1.7,0
AL120126246-05607,Paid as agreed,7,2007-02-23 Fri,40,Checking,Unsecured,"2,000.00",M,w,Renting,192,2,0,653,6,3,,0,100,29,2,,84.5,15.5,New,45.747,1
AL120126285-07209,Charged-off,3,2007-06-20 Wed,33,Chk & Sv,National,"2,100.00",SI,w,Renting,219,1,0,682,5,,,0,100,52,4,40,76,24,New,0.421,0
AL120126310-07520,Delq 3+ cycles,4,2007-01-24 Wed,21,Chk & Sv,Unknown,"1,350.00",M,u,Renting,184,5,1,589,5,49,14,0,0,22,1,100,89,11,New,19.081,0
AL120126546-07412,Delq 3+ cycles,4,2007-04-17 Tue,49,Chk & Sv,National,"1,542.00",M,f,Owns Home,206,2,1,622,2,36,2,0,53,137,11,16,72,28,New,0.648,0
AL120126570-06528,Charged-off,3,2006-12-23 Sat,40,None,National,"4,500.00",LT,f,Owns Home,196,2,3,650,4,,25,1,70,214,17,65,100,0,New,1.007,0
AL120126675-06589,Charged-off,3,2006-10-22 Sun,37,Chk & Sv,Unknown,"4,200.00",M,,Owns Home,182,0,0,626,5,5,,0,86,79,6,98,97.6,2.4,New,1.007,0
AL120126686-04549,Paid as agreed,7,2007-04-27 Fri,37,Checking,Home Equity,"3,400.00",M,k,Owns Home,196,3,1,637,1,,28,0,67,128,10,,86.7,13.3,New,49.282,1
AL120126844-04199,Paid as agreed,7,2007-05-05 Sat,23,Checking,National,"2,874.00",M,f,Renting,161,2,4,558,12,,6,0,60,32,2,104,81.3,18.7,New,35.187,1
AL120126911-04809,Paid as agreed,7,2007-01-12 Fri,21,Savings,National,"1,252.00",M,b,Parents,213,1,0,669,16,,,0,100,23,1,51,88.6,11.4,New,45.964,1
AL120127029-06369,Paid as agreed,7,2006-11-07 Tue,39,Chk & Sv,Home Equity,"4,200.00",SI,r,Owns Home,220,10,0,751,2,2,,0,100,188,15,36,60,40,Used,28.341,1
AL120127094-07616,Delq 3+ cycles,4,2007-03-28 Wed,31,Checking,National,"1,500.00",M,w,Renting,191,3,8,607,2,,1,0,0,99,8,90,77.4,22.6,New,4.212,0
AL120127152-04151,Paid as agreed,7,2007-03-10 Sat,29,Chk & Sv,Unsecured,"1,040.00",M,g,Renting,207,3,0,679,2,,10,0,56,89,7,28,84.1,15.9,New,49.731,1
AL120127167-06104,Paid as agreed,7,2007-01-22 Mon,39,Chk & Sv,Unknown,"1,083.00",SP,f,Owns Home,229,8,0,784,1,,,0,100,176,14,6,91.9,8.1,Used,50.18,1
AL120127211-06508,Delq 3+ cycles,4,2006-07-18 Tue,32,Checking,Unsecured,"3,492.00",M,f,Owns Home,181,1,1,569,7,2,1,0,50,134,11,47,93.7,6.3,New,1.007,0
AL120127390-08141,Charged-off,3,2006-10-12 Thu,59,Savings,Unsecured,"1,300.00",DI,w,Owns Home,155,5,2,515,2,79,0,1,54,87,7,100,90.3,9.7,Used,31.766,0
AL120127420-07593,Delq 3+ cycles,4,2006-11-12 Sun,,Chk & Sv,Unsecured,"4,543.00",M,w,Owns Home,186,10,1,565,6,7,1,0,29,81,6,73,92.4,7.6,New,1.007,0
AL120127689-08536,Delq 3+ cycles,4,2007-03-28 Wed,21,None,Unsecured,"1,786.00",SI,b,Parents,169,21,0,548,4,3,3,0,50,18,1,89,67.9,32.1,Used,1.007,0
AL120127799-08453,Delq 3+ cycles,4,2006-08-01 Tue,30,Chk & Sv,National,"2,400.00",LT,y,Renting,204,1,0,689,1,,15,0,80,86,7,3,96.3,3.7,Used,0.327,0
AL120127858-05072,Paid as agreed,7,2006-07-18 Tue,65,Savings,National,870,M,y,Owns Home,188,20,1,625,4,11,22,1,63,244,20,84,100,0,New,35.819,1
AL120127859-08006,Delq 3+ cycles,4,2006-09-07 Thu,20,Checking,National,"1,050.00",SP,g,Unknown,196,3,0,619,13,9,,0,100,18,1,,84.4,15.6,Used,1.007,0
AL120128096-05042,Paid as agreed,7,2006-12-07 Thu,35,Chk & Sv,Unsecured,"4,600.00",M,w,Owns Home,183,0,1,588,6,,5,0,75,71,5,,93.2,6.8,New,37.499,1
AL120128475-08148,Charged-off,3,2007-03-11 Sun,,Chk & Sv,Unknown,"2,000.00",DI,w,Sublease,191,3,1,616,2,,2,2,25,91,7,24,89.6,10.4,Used,1.007,0
AL120128609-07431,Charged-off,3,2006-10-27 Fri,21,Chk & Sv,National,"2,683.00",M,g,Renting,190,0,1,629,4,,18,0,80,32,2,34,83.9,16.1,New,3.501,0
AL120128676-08707,Charged-off,3,2007-01-06 Sat,34,Chk & Sv,Unsecured,"1,600.00",M,s,Renting,191,1,0,623,7,7,,0,100,82,6,,90.3,9.7,Used,13.252,0
AL120128769-04018,Paid as agreed,7,2006-12-27 Wed,25,Chk & Sv,National,"2,917.00",SP,k,Renting,204,0,0,719,3,,,0,100,152,12,89,94.6,5.4,New,28.341,1
AL120128769-06844,Charged-off,3,2006-07-12 Wed,25,Chk & Sv,Unsecured,"2,000.00",M,u,Unknown,188,1,0,608,8,29,2,0,60,25,2,,96.9,3.1,New,1.007,0
AL120128890-08198,Delq 3+ cycles,4,2007-05-25 Fri,30,Chk & Sv,Unknown,"2,600.00",M,p,Owns Home,211,0,0,664,3,,,0,100,108,9,,88.6,11.4,Used,1.007,0
AL120129110-05026,Paid as agreed,7,2006-10-01 Sun,27,Chk & Sv,Unsecured,"2,833.00",M,f,Owns Home,180,6,0,552,8,1,2,0,60,103,8,43,93.5,6.5,New,41.822,1
AL120129148-05917,Paid as agreed,7,2006-12-13 Wed,43,Chk & Sv,National,"4,800.00",DI,y,Owns Home,221,1,0,706,5,,23,0,89,239,19,14,50.7,49.3,Used,28.341,1
AL120129271-07001,Delq 3+ cycles,4,2006-09-09 Sat,25,Checking,Unsecured,"2,236.00",M,b,Owns Home,204,25,0,652,4,59,,0,100,47,3,49,78.7,21.3,New,1.007,0
AL120129276-06854,Charged-off,3,2007-02-05 Mon,20,Chk & Sv,Unknown,850,M,k,Owns Home,195,1,0,649,2,37,,0,100,13,1,,93.3,6.7,New,1.007,0
AL120129290-08744,Delq 3+ cycles,4,2006-07-15 Sat,34,Chk & Sv,Unsecured,"2,496.00",M,s,Owns Home,178,4,3,559,10,27,11,0,65,80,6,98,84.7,15.3,Used,37.004,0
AL120129314-05524,Paid as agreed,7,2007-05-10 Thu,28,Chk & Sv,National,"1,042.00",M,o,Owns Home,207,1,0,657,2,2,16,0,96,120,10,49,86.5,13.5,New,50.217,1
AL120129322-07462,Charged-off,3,2006-10-22 Sun,,Checking,National,917,WD,b,Parents,193,2,0,654,3,12,,0,100,16,1,,91.2,8.8,New,3.86,0
AL120129415-08879,Charged-off,3,2007-04-05 Thu,34,Chk & Sv,National,"2,792.00",DI,u,Owns Home,168,2,1,593,6,9,8,0,50,130,10,61,83.7,16.3,Used,1.501,0
AL120129491-08712,Charged-off,3,2006-07-22 Sat,36,Chk & Sv,Retail,"1,993.00",DI,f,Owns Home,176,10,0,583,8,1,18,0,50,39,3,,85.6,14.4,Used,1.007,0
AL120129643-08241,Charged-off,3,2006-09-12 Tue,42,Chk & Sv,National,"2,392.00",SP,y,Owns Home,211,0,0,690,6,5,,0,100,54,4,61,86.7,13.3,Used,1.007,0
AL120129745-04831,Paid as agreed,7,2007-03-24 Sat,34,Chk & Sv,Home Equity,"5,350.00",M,g,Owns Home,230,,0,730,1,0,,0,100,163,13,44,87,13,New,28.341,1
AL120129765-07010,Delq 3+ cycles,4,2006-11-03 Fri,27,Checking,National,"1,000.00",M,f,Parents,197,27,0,642,3,,1,0,73,706,58,68,78.4,21.6,New,1.18,0
AL120129773-07771,Delq 3+ cycles,4,2007-04-12 Thu,,None,Unknown,"2,000.00",M,f,Owns Home,185,0,4,585,12,,2,0,44,270,22,27,96.4,3.6,New,23.883,0
AL120129781-08884,Charged-off,3,2006-11-16 Thu,29,Chk & Sv,National,"4,900.00",SI,r,Owns Home,217,6,0,712,1,,,0,100,86,7,82,93.6,6.4,Used,1.507,0
AL120129960-04494,Paid as agreed,7,2006-12-08 Fri,29,Chk & Sv,National,"3,300.00",M,r,Renting,205,4,1,635,3,,10,1,90,57,4,42,76.7,23.3,New,28.341,1
AL120130047-07329,Charged-off,3,2006-11-15 Wed,47,Checking,Unsecured,"4,000.00",M,b,Owns Home,171,47,2,570,3,,1,0,56,101,8,123,74.3,25.7,New,3.524,0
AL120130118-06682,Delq 3+ cycles,4,2006-10-01 Sun,23,Checking,Unknown,860,WD,g,Renting,176,0,3,537,20,,1,0,33,52,4,63,100,0,New,34.944,0
AL120130181-05283,Paid as agreed,7,2006-12-03 Sun,33,Checking,Home Equity,"4,833.00",M,f,Renting,199,8,0,639,6,,,0,95,103,8,41,82.2,17.8,New,28.341,1
AL120130255-07349,Charged-off,3,2007-03-02 Fri,32,Chk & Sv,National,"4,000.00",M,w,Renting,183,1,1,612,5,35,11,0,50,50,4,79,73.9,26.1,New,2.545,0
AL120130313-07265,Charged-off,3,2006-11-04 Sat,29,Chk & Sv,National,"1,340.00",M,b,Renting,190,0,1,620,2,6,,0,0,71,5,88,98.4,1.6,New,6.103,0
AL120130414-07322,Delq 3+ cycles,4,2006-12-26 Tue,20,Checking,National,"1,871.00",WD,p,Renting,189,1,0,649,5,,,0,100,6,0,,80.2,19.8,New,1.007,0
AL120130609-06570,Delq 3+ cycles,4,2007-06-24 Sun,47,Checking,Unsecured,488,M,e,Owns Home,171,10,1,516,3,,1,0,75,75,6,,90.9,9.1,New,1.007,0
AL120130668-08851,Charged-off,3,2006-12-19 Tue,52,Chk & Sv,National,"1,888.00",M,o,Owns Home,191,1,7,609,1,2,2,1,65,280,23,49,85.5,14.5,Used,0.626,0
AL120130752-05676,Paid as agreed,7,2006-12-22 Fri,21,Chk & Sv,Unknown,"1,100.00",SI,f,Unknown,202,0,1,636,6,11,11,0,50,29,2,16,90.2,9.8,Used,28.341,1
AL120130782-07734,Charged-off,3,2007-03-02 Fri,32,Checking,Home Equity,"2,750.00",M,w,Owns Home,190,6,0,591,11,,5,0,50,29,2,60,100,0,New,7.307,0
AL120130893-04828,Paid as agreed,7,2006-12-16 Sat,29,Chk & Sv,Home Equity,"5,250.00",M,y,Owns Home,224,1,0,742,0,7,,7,100,72,6,27,73.4,26.6,New,50.371,1
AL120130894-07158,Delq 3+ cycles,4,2007-06-08 Fri,24,None,National,"1,250.00",M,b,Parents,199,24,0,666,3,0,,0,75,74,6,,85.7,14.3,New,8.591,0
AL120130949-04948,Paid as agreed,7,2007-06-07 Thu,23,Chk & Sv,National,"1,283.00",LT,p,Parents,222,23,0,726,2,,25,0,88,59,4,5,81.4,18.6,New,28.341,1
AL120131041-05120,Paid as agreed,7,2007-05-11 Fri,25,Chk & Sv,Retail,"2,700.00",M,k,Owns Home,179,8,2,572,10,,6,0,80,66,5,48,96.1,3.9,New,40.543,1
AL120131108-06176,Paid as agreed,7,2007-05-24 Thu,31,Savings,Home Equity,"2,000.00",M,f,Renting,158,2,4,507,5,,2,1,42,76,6,84,88.8,11.2,Used,30.985,1
AL120131115-07780,Charged-off,3,2006-10-07 Sat,,Chk & Sv,National,840,M,w,Parents,225,10,0,699,2,15,,0,100,34,2,22,76.2,23.8,New,0.217,0
AL120131222-08765,Delq 3+ cycles,4,2006-07-28 Fri,48,Checking,National,"1,160.00",SI,w,Owns Home,212,10,0,678,9,46,24,0,71,121,10,0,90.4,9.6,Used,3.997,0
AL120131274-05088,Paid as agreed,7,2007-06-01 Fri,26,Checking,National,"1,200.00",SI,u,Renting,173,21,1,560,2,,2,0,75,106,8,,89.8,10.2,New,44.605,1
AL120131285-08427,Charged-off,3,2006-07-04 Tue,37,Chk & Sv,Retail,"2,300.00",LT,b,Unknown,196,9,0,597,8,6,1,0,87,227,18,79,91.4,8.6,Used,6.482,0
AL120131320-04774,Paid as agreed,7,2006-08-10 Thu,35,Chk & Sv,National,"1,300.00",M,y,Owns Home,187,3,0,646,2,10,64,0,92,269,22,101,90.5,9.5,New,28.341,1
AL120131413-06518,Delq 3+ cycles,4,2007-03-04 Sun,24,Checking,National,"1,435.00",M,b,Renting,192,20,0,594,5,,,0,100,21,1,,86.6,13.4,New,1.007,0
AL120131570-06400,Paid as agreed,7,2006-08-28 Mon,35,Checking,Home Equity,"2,400.00",SI,u,Owns Home,220,1,0,738,2,,,0,100,157,13,13,100,0,Used,50.273,1
AL120131742-07491,Charged-off,3,2007-01-12 Fri,27,Chk & Sv,National,"1,174.00",LT,,Owns Home,189,4,1,608,4,,23,0,67,42,3,78,89.7,10.3,New,1.007,0
AL120131746-05442,Paid as agreed,7,2006-12-13 Wed,30,Checking,Unknown,"2,920.00",M,y,Owns Home,184,2,2,600,4,,1,0,33,31,2,,88.7,11.3,New,42.82,1
AL120131756-04118,Paid as agreed,7,2006-08-09 Wed,,None,National,"2,550.00",WD,y,Renting,186,2,1,635,0,7,1,,89,61,5,15,64.2,35.8,New,28.341,1
AL120131943-05029,Paid as agreed,7,2006-11-21 Tue,43,Chk & Sv,National,"2,569.00",M,y,Sublease,198,2,1,654,6,,57,0,80,108,9,94,80.1,19.9,New,49.738,1
AL120131986-04504,Paid as agreed,7,2007-04-07 Sat,27,Chk & Sv,Unsecured,"1,810.00",SI,y,Renting,186,3,0,593,7,,2,1,80,223,18,96,81.3,18.7,New,48.554,1
AL120131992-08985,Delq 3+ cycles,4,2007-01-11 Thu,,Chk & Sv,National,"1,292.00",LT,g,Owns Home,210,20,0,707,3,,,0,100,89,7,86,90.7,9.3,Used,4.081,0
AL120132056-07470,Delq 3+ cycles,4,2006-10-25 Wed,24,Chk & Sv,National,"1,698.00",M,y,Renting,188,1,0,654,1,,,0,100,54,4,,89.8,10.2,New,0.9,0
AL120132060-05477,Paid as agreed,7,2006-10-15 Sun,24,Chk & Sv,National,"1,800.00",M,b,Unknown,193,2,0,612,5,12,7,0,78,60,5,115,91.7,8.3,New,49.004,1
AL120132166-04161,Paid as agreed,7,2007-03-15 Thu,47,Checking,National,"2,275.00",WD,w,Renting,238,0,0,757,2,,,0,100,130,10,0,69.3,30.7,New,28.341,1
AL120132202-05057,Paid as agreed,7,2007-03-06 Tue,27,Chk & Sv,Unsecured,"2,200.00",SP,f,Renting,164,0,3,506,14,2,1,0,58,79,6,57,79.4,20.6,New,43.114,1
AL120132247-04641,Paid as agreed,7,2006-12-28 Thu,22,Checking,National,"3,015.00",M,e,Owns Home,211,0,0,681,4,,,0,100,47,3,21,92.4,7.6,New,50.127,1
AL120132256-05621,Paid as agreed,7,2007-03-22 Thu,35,Chk & Sv,National,"2,600.00",M,y,Owns Home,211,10,0,674,5,1,,0,100,112,9,48,86.2,13.8,Used,49.929,1
AL120132347-05414,Paid as agreed,7,2007-05-10 Thu,46,Chk & Sv,National,"3,300.00",DI,g,Renting,202,9,0,685,13,3,25,0,87,185,15,21,90.5,9.5,New,49.301,1
AL120132351-06149,Paid as agreed,7,2006-07-23 Sun,24,Checking,National,"1,121.00",SP,k,Sublease,185,0,1,564,2,1,2,0,0,25,2,100,88.3,11.7,Used,37.009,1
AL120132386-07883,Charged-off,3,2006-11-15 Wed,23,Chk & Sv,National,"2,500.00",M,e,Renting,182,1,0,610,6,7,,0,100,35,2,60,93.7,6.3,New,0.98,0
AL120132440-05777,Paid as agreed,7,2007-05-27 Sun,24,Checking,National,901,DI,r,Sublease,210,3,0,699,,,,,100,19,1,93,69.7,30.3,Used,28.341,1
AL120132681-04332,Paid as agreed,7,2007-05-10 Thu,33,Chk & Sv,National,"6,917.00",WD,b,Owns Home,178,1,0,623,11,0,11,0,80,146,12,38,92.3,7.7,New,49.568,1
AL120132750-04517,Paid as agreed,7,2006-09-15 Fri,26,Chk & Sv,Unsecured,"2,200.00",M,b,Owns Home,191,2,1,622,2,18,5,3,86,57,4,35,80.7,19.3,New,49.908,1
AL120132880-06431,Paid as agreed,7,2007-05-23 Wed,68,Checking,Home Equity,"1,363.00",SI,p,Renting,217,10,0,685,3,,,0,100,214,17,74,53.1,46.9,Used,50.267,1
AL120132883-05244,Paid as agreed,7,2006-12-21 Thu,38,Chk & Sv,National,"10,000.00",SP,f,Owns Home,213,0,0,671,4,4,,0,100,88,7,86,92.6,7.4,New,28.341,1
AL120132923-06432,Paid as agreed,7,2006-07-05 Wed,25,Chk & Sv,National,"1,475.00",M,y,Renting,197,2,0,640,9,,11,0,83,40,3,67,96.2,3.8,Used,48.098,1
AL120132964-05205,Paid as agreed,7,2007-06-28 Thu,58,Chk & Sv,Home Equity,"1,009.00",M,f,Renting,191,9,0,,2,,,0,100,89,7,,68.2,31.8,New,50.12,1
AL120133158-06612,Delq 3+ cycles,4,2007-06-14 Thu,53,Chk & Sv,Unknown,"1,380.00",M,b,Owns Home,184,17,1,608,5,5,14,0,73,89,7,90,79.9,20.1,New,1.007,0
AL120133262-07894,Charged-off,3,2006-12-10 Sun,,None,National,"1,300.00",M,f,Parents,194,4,0,654,5,6,7,0,92,51,4,5,90,10,New,1.245,0
AL120133439-05586,Paid as agreed,7,2006-07-07 Fri,51,Chk & Sv,Home Equity,"3,300.00",M,y,Renting,185,2,1,586,4,1,2,0,83,91,7,,91.4,8.6,New,48.009,1
AL120133455-04518,Paid as agreed,7,2007-01-01 Mon,41,Chk & Sv,National,"4,082.00",M,p,Owns Home,194,1,0,659,1,,31,0,89,93,7,87,100,0,New,28.341,1
AL120133597-06338,Paid as agreed,7,2006-12-21 Thu,40,Checking,Home Equity,"3,500.00",SI,p,Renting,192,0,0,625,5,2,4,0,92,76,6,77,79.7,20.3,Used,28.341,1
AL120133723-07499,Charged-off,3,2007-01-27 Sat,39,Chk & Sv,Unsecured,"1,952.00",M,k,Owns Home,203,8,0,654,1,,3,0,67,100,8,56,93.8,6.2,New,0.601,0
AL120133743-06900,Charged-off,3,2006-09-11 Mon,,None,Retail,"2,700.00",M,b,Owns Home,198,1,0,606,4,2,,0,100,13,1,96,78.5,21.5,New,14.987,0
AL120133819-05289,Paid as agreed,7,2007-06-03 Sun,27,Chk & Sv,Unknown,"2,694.00",M,h,Owns Home,216,1,0,731,2,29,,0,100,72,6,34,100,0,New,28.341,1
